Order ID,Customer Name,Segment,Order Date,State,Postal Code,Category,Ship Date,Days to Ship,Measure Names,Measure Values
CA-2022-152912,Brian Moss,Corporate,11/9/2022,Maryland,21044,Office Supplies,11/12/2022,3,Sales,2187.16
CA-2022-152912,Brian Moss,Corporate,11/9/2022,Maryland,21044,Office Supplies,11/12/2022,3,Quantity,14
CA-2022-152912,Brian Moss,Corporate,11/9/2022,Maryland,21044,Technology,11/12/2022,3,Sales,826.62
CA-2022-152912,Brian Moss,Corporate,11/9/2022,Maryland,21044,Technology,11/12/2022,3,Quantity,3
CA-2022-158246,Jennifer Braxton,Corporate,11/9/2022,California,94086,Furniture,11/11/2022,2,Sales,215.976
CA-2022-158246,Jennifer Braxton,Corporate,11/9/2022,California,94086,Furniture,11/11/2022,2,Quantity,3
CA-2022-159597,Matt Collister,Corporate,11/9/2022,California,92236,Office Supplies,11/14/2022,5,Sales,63.56
CA-2022-159597,Matt Collister,Corporate,11/9/2022,California,92236,Office Supplies,11/14/2022,5,Quantity,2
CA-2022-159597,Matt Collister,Corporate,11/9/2022,California,92236,Technology,11/14/2022,5,Sales,99.99
CA-2022-159597,Matt Collister,Corporate,11/9/2022,California,92236,Technology,11/14/2022,5,Quantity,1
CA-2022-159667,Peter McVee,Home Office,11/9/2022,Florida,32216,Technology,11/13/2022,4,Sales,691.144
CA-2022-159667,Peter McVee,Home Office,11/9/2022,Florida,32216,Technology,11/13/2022,4,Quantity,7
CA-2022-161018,Parhena Norris,Home Office,11/9/2022,New York,10009,Furniture,11/11/2022,2,Sales,96.53
CA-2022-161018,Parhena Norris,Home Office,11/9/2022,New York,10009,Furniture,11/11/2022,2,Quantity,7
US-2022-141852,Joel Eaton,Consumer,11/9/2022,California,92054,Furniture,11/14/2022,5,Sales,47.12
US-2022-141852,Joel Eaton,Consumer,11/9/2022,California,92054,Furniture,11/14/2022,5,Quantity,8
CA-2022-143658,Sharelle Roach,Home Office,11/8/2022,New York,10035,Office Supplies,11/13/2022,5,Sales,109.9
CA-2022-143658,Sharelle Roach,Home Office,11/8/2022,New York,10035,Office Supplies,11/13/2022,5,Quantity,5
CA-2022-155621,Kean Nguyen,Corporate,11/8/2022,Maryland,21215,Furniture,11/13/2022,5,Sales,274.2
CA-2022-155621,Kean Nguyen,Corporate,11/8/2022,Maryland,21215,Furniture,11/13/2022,5,Quantity,10
CA-2022-113460,Katherine Nockton,Corporate,11/7/2022,Maryland,20735,Furniture,11/9/2022,2,Sales,272.97
CA-2022-113460,Katherine Nockton,Corporate,11/7/2022,Maryland,20735,Furniture,11/9/2022,2,Quantity,3
CA-2022-113572,Frank Preis,Consumer,11/7/2022,New York,10024,Technology,11/11/2022,4,Sales,7.88
CA-2022-113572,Frank Preis,Consumer,11/7/2022,New York,10024,Technology,11/11/2022,4,Quantity,4
CA-2022-122504,Deborah Brumfield,Home Office,11/7/2022,California,94513,Technology,11/12/2022,5,Sales,821.514
CA-2022-122504,Deborah Brumfield,Home Office,11/7/2022,California,94513,Technology,11/12/2022,5,Quantity,10
CA-2022-132346,Pete Kriz,Consumer,11/7/2022,Delaware,19711,Office Supplies,11/11/2022,4,Sales,100.94
CA-2022-132346,Pete Kriz,Consumer,11/7/2022,Delaware,19711,Office Supplies,11/11/2022,4,Quantity,7
CA-2022-149888,Emily Phan,Consumer,11/7/2022,Pennsylvania,19120,Furniture,11/13/2022,6,Sales,350.352
CA-2022-149888,Emily Phan,Consumer,11/7/2022,Pennsylvania,19120,Furniture,11/13/2022,6,Quantity,4
CA-2022-149888,Emily Phan,Consumer,11/7/2022,Pennsylvania,19120,Technology,11/13/2022,6,Sales,359.97
CA-2022-149888,Emily Phan,Consumer,11/7/2022,Pennsylvania,19120,Technology,11/13/2022,6,Quantity,5
CA-2022-152737,Tony Sayre,Consumer,11/7/2022,California,94122,Office Supplies,11/12/2022,5,Sales,21.792
CA-2022-152737,Tony Sayre,Consumer,11/7/2022,California,94122,Office Supplies,11/12/2022,5,Quantity,4
CA-2022-152737,Tony Sayre,Consumer,11/7/2022,California,94122,Technology,11/12/2022,5,Sales,439.8
CA-2022-152737,Tony Sayre,Consumer,11/7/2022,California,94122,Technology,11/12/2022,5,Quantity,4
CA-2022-163188,Erin Creighton,Consumer,11/7/2022,Oklahoma,73120,Office Supplies,11/7/2022,0,Sales,38.16
CA-2022-163188,Erin Creighton,Consumer,11/7/2022,Oklahoma,73120,Office Supplies,11/7/2022,0,Quantity,9
CA-2022-100013,Zuschuss Carroll,Consumer,11/6/2022,California,90045,Furniture,11/11/2022,5,Sales,8.73
CA-2022-100013,Zuschuss Carroll,Consumer,11/6/2022,California,90045,Furniture,11/11/2022,5,Quantity,1
CA-2022-100013,Zuschuss Carroll,Consumer,11/6/2022,California,90045,Office Supplies,11/11/2022,5,Sales,20.96
CA-2022-100013,Zuschuss Carroll,Consumer,11/6/2022,California,90045,Office Supplies,11/11/2022,5,Quantity,4
CA-2022-106691,Christopher Conant,Consumer,11/6/2022,Texas,77070,Office Supplies,11/12/2022,6,Sales,1.248
CA-2022-106691,Christopher Conant,Consumer,11/6/2022,Texas,77070,Office Supplies,11/12/2022,6,Quantity,2
CA-2022-107174,Adam Bellavance,Home Office,11/6/2022,Washington,98105,Furniture,11/13/2022,7,Sales,2486.428
CA-2022-107174,Adam Bellavance,Home Office,11/6/2022,Washington,98105,Furniture,11/13/2022,7,Quantity,9
CA-2022-107174,Adam Bellavance,Home Office,11/6/2022,Washington,98105,Technology,11/13/2022,7,Sales,108.96
CA-2022-107174,Adam Bellavance,Home Office,11/6/2022,Washington,98105,Technology,11/13/2022,7,Quantity,3
CA-2022-107720,Valerie Mitchum,Home Office,11/6/2022,New Jersey,07090,Office Supplies,11/13/2022,7,Sales,46.26
CA-2022-107720,Valerie Mitchum,Home Office,11/6/2022,New Jersey,07090,Office Supplies,11/13/2022,7,Quantity,3
CA-2022-125290,Chuck Clark,Home Office,11/6/2022,Minnesota,55407,Office Supplies,11/10/2022,4,Sales,40.28
CA-2022-125290,Chuck Clark,Home Office,11/6/2022,Minnesota,55407,Office Supplies,11/10/2022,4,Quantity,6
CA-2022-144596,Carol Darley,Consumer,11/6/2022,New York,10011,Office Supplies,11/10/2022,4,Sales,318.96
CA-2022-144596,Carol Darley,Consumer,11/6/2022,New York,10011,Office Supplies,11/10/2022,4,Quantity,9
CA-2022-150504,Harry Greene,Consumer,11/6/2022,Texas,75220,Office Supplies,11/12/2022,6,Sales,18.16
CA-2022-150504,Harry Greene,Consumer,11/6/2022,Texas,75220,Office Supplies,11/12/2022,6,Quantity,2
CA-2022-154109,Maris LaWare,Consumer,11/6/2022,Pennsylvania,19143,Furniture,11/11/2022,5,Sales,127.372
CA-2022-154109,Maris LaWare,Consumer,11/6/2022,Pennsylvania,19143,Furniture,11/11/2022,5,Quantity,2
CA-2022-154109,Maris LaWare,Consumer,11/6/2022,Pennsylvania,19143,Office Supplies,11/11/2022,5,Sales,47.952
CA-2022-154109,Maris LaWare,Consumer,11/6/2022,Pennsylvania,19143,Office Supplies,11/11/2022,5,Quantity,3
CA-2022-154816,Victoria Brennan,Corporate,11/6/2022,Kentucky,40475,Office Supplies,11/10/2022,4,Sales,5.78
CA-2022-154816,Victoria Brennan,Corporate,11/6/2022,Kentucky,40475,Office Supplies,11/10/2022,4,Quantity,1
CA-2022-167941,Jill Fjeld,Consumer,11/6/2022,North Carolina,28314,Furniture,11/9/2022,3,Sales,28.272
CA-2022-167941,Jill Fjeld,Consumer,11/6/2022,North Carolina,28314,Furniture,11/9/2022,3,Quantity,2
CA-2022-167941,Jill Fjeld,Consumer,11/6/2022,North Carolina,28314,Office Supplies,11/9/2022,3,Sales,803.096
CA-2022-167941,Jill Fjeld,Consumer,11/6/2022,North Carolina,28314,Office Supplies,11/9/2022,3,Quantity,21
US-2022-109484,Roger Barcio,Home Office,11/6/2022,Oregon,97206,Office Supplies,11/12/2022,6,Sales,5.682
US-2022-109484,Roger Barcio,Home Office,11/6/2022,Oregon,97206,Office Supplies,11/12/2022,6,Quantity,1
US-2022-119319,Liz Carlisle,Consumer,11/6/2022,Texas,75217,Furniture,11/9/2022,3,Sales,30.56
US-2022-119319,Liz Carlisle,Consumer,11/6/2022,Texas,75217,Furniture,11/9/2022,3,Quantity,5
US-2022-153948,Frank Merwin,Home Office,11/6/2022,California,94122,Office Supplies,11/6/2022,0,Sales,173.1
US-2022-153948,Frank Merwin,Home Office,11/6/2022,California,94122,Office Supplies,11/6/2022,0,Quantity,16
US-2022-153948,Frank Merwin,Home Office,11/6/2022,California,94122,Technology,11/6/2022,0,Sales,16.95
US-2022-153948,Frank Merwin,Home Office,11/6/2022,California,94122,Technology,11/6/2022,0,Quantity,1
CA-2022-102925,Christina DeMoss,Consumer,11/5/2022,New York,10024,Furniture,11/10/2022,5,Sales,396.024
CA-2022-102925,Christina DeMoss,Consumer,11/5/2022,New York,10024,Furniture,11/10/2022,5,Quantity,9
CA-2022-102925,Christina DeMoss,Consumer,11/5/2022,New York,10024,Office Supplies,11/10/2022,5,Sales,300.032
CA-2022-102925,Christina DeMoss,Consumer,11/5/2022,New York,10024,Office Supplies,11/10/2022,5,Quantity,11
CA-2022-102925,Christina DeMoss,Consumer,11/5/2022,New York,10024,Technology,11/10/2022,5,Sales,99.98
CA-2022-102925,Christina DeMoss,Consumer,11/5/2022,New York,10024,Technology,11/10/2022,5,Quantity,2
CA-2022-114258,Elizabeth Moffitt,Corporate,11/5/2022,Texas,75081,Technology,11/10/2022,5,Sales,492.768
CA-2022-114258,Elizabeth Moffitt,Corporate,11/5/2022,Texas,75081,Technology,11/10/2022,5,Quantity,4
CA-2022-116225,Susan Vittorini,Consumer,11/5/2022,New York,10009,Technology,11/9/2022,4,Sales,390.75
CA-2022-116225,Susan Vittorini,Consumer,11/5/2022,New York,10009,Technology,11/9/2022,4,Quantity,5
CA-2022-118213,Adam Bellavance,Home Office,11/5/2022,Indiana,46142,Office Supplies,11/7/2022,2,Sales,240.15
CA-2022-118213,Adam Bellavance,Home Office,11/5/2022,Indiana,46142,Office Supplies,11/7/2022,2,Quantity,14
CA-2022-154732,Alan Haines,Corporate,11/5/2022,Illinois,60623,Office Supplies,11/7/2022,2,Sales,16.03
CA-2022-154732,Alan Haines,Corporate,11/5/2022,Illinois,60623,Office Supplies,11/7/2022,2,Quantity,5
CA-2022-157196,Anna Andreadi,Consumer,11/5/2022,California,92105,Office Supplies,11/9/2022,4,Sales,12.96
CA-2022-157196,Anna Andreadi,Consumer,11/5/2022,California,92105,Office Supplies,11/9/2022,4,Quantity,2
US-2022-107272,Troy Staebel,Consumer,11/5/2022,Arizona,85023,Office Supplies,11/12/2022,7,Sales,246.38
US-2022-107272,Troy Staebel,Consumer,11/5/2022,Arizona,85023,Office Supplies,11/12/2022,7,Quantity,9
US-2022-111745,Ruben Ausman,Corporate,11/5/2022,New Mexico,87401,Technology,11/6/2022,1,Sales,159.99
US-2022-111745,Ruben Ausman,Corporate,11/5/2022,New Mexico,87401,Technology,11/6/2022,1,Quantity,1
CA-2022-102610,Christina Anderson,Consumer,11/4/2022,Tennessee,37421,Office Supplies,11/8/2022,4,Sales,8.492
CA-2022-102610,Christina Anderson,Consumer,11/4/2022,Tennessee,37421,Office Supplies,11/8/2022,4,Quantity,4
CA-2022-102610,Christina Anderson,Consumer,11/4/2022,Tennessee,37421,Technology,11/8/2022,4,Sales,239.904
CA-2022-102610,Christina Anderson,Consumer,11/4/2022,Tennessee,37421,Technology,11/8/2022,4,Quantity,12
CA-2022-105144,Sam Zeldin,Home Office,11/4/2022,Texas,75051,Office Supplies,11/11/2022,7,Sales,23.68
CA-2022-105144,Sam Zeldin,Home Office,11/4/2022,Texas,75051,Office Supplies,11/11/2022,7,Quantity,2
CA-2022-121160,Frank Merwin,Home Office,11/4/2022,Texas,77803,Office Supplies,11/4/2022,0,Sales,65.84
CA-2022-121160,Frank Merwin,Home Office,11/4/2022,Texas,77803,Office Supplies,11/4/2022,0,Quantity,15
CA-2022-147760,Kelly Lampkin,Corporate,11/4/2022,North Carolina,27405,Furniture,11/5/2022,1,Sales,523.764
CA-2022-147760,Kelly Lampkin,Corporate,11/4/2022,North Carolina,27405,Furniture,11/5/2022,1,Quantity,3
CA-2022-147760,Kelly Lampkin,Corporate,11/4/2022,North Carolina,27405,Technology,11/5/2022,1,Sales,1359.96
CA-2022-147760,Kelly Lampkin,Corporate,11/4/2022,North Carolina,27405,Technology,11/5/2022,1,Quantity,5
CA-2022-159135,Katherine Murray,Home Office,11/4/2022,Arkansas,72762,Office Supplies,11/8/2022,4,Sales,4.3
CA-2022-159135,Katherine Murray,Home Office,11/4/2022,Arkansas,72762,Office Supplies,11/8/2022,4,Quantity,2
US-2022-122672,Henry Goldwyn,Corporate,11/4/2022,Ohio,43130,Office Supplies,11/9/2022,5,Sales,194.352
US-2022-122672,Henry Goldwyn,Corporate,11/4/2022,Ohio,43130,Office Supplies,11/9/2022,5,Quantity,3
US-2022-122672,Henry Goldwyn,Corporate,11/4/2022,Ohio,43130,Technology,11/9/2022,5,Sales,70.72
US-2022-122672,Henry Goldwyn,Corporate,11/4/2022,Ohio,43130,Technology,11/9/2022,5,Quantity,4
US-2022-156083,James Lanier,Home Office,11/4/2022,Tennessee,38401,Office Supplies,11/11/2022,7,Sales,9.664
US-2022-156083,James Lanier,Home Office,11/4/2022,Tennessee,38401,Office Supplies,11/11/2022,7,Quantity,2
US-2022-168116,Grant Thornton,Corporate,11/4/2022,North Carolina,27217,Office Supplies,11/4/2022,0,Sales,167.44
US-2022-168116,Grant Thornton,Corporate,11/4/2022,North Carolina,27217,Office Supplies,11/4/2022,0,Quantity,2
US-2022-168116,Grant Thornton,Corporate,11/4/2022,North Carolina,27217,Technology,11/4/2022,0,Sales,7999.98
US-2022-168116,Grant Thornton,Corporate,11/4/2022,North Carolina,27217,Technology,11/4/2022,0,Quantity,4
CA-2022-100622,Dave Kipp,Consumer,11/3/2022,Florida,32839,Office Supplies,11/7/2022,4,Sales,70.758
CA-2022-100622,Dave Kipp,Consumer,11/3/2022,Florida,32839,Office Supplies,11/7/2022,4,Quantity,6
CA-2022-100622,Dave Kipp,Consumer,11/3/2022,Florida,32839,Technology,11/7/2022,4,Sales,959.984
CA-2022-100622,Dave Kipp,Consumer,11/3/2022,Florida,32839,Technology,11/7/2022,4,Quantity,2
CA-2022-103009,Patrick Jones,Corporate,11/3/2022,Kentucky,40475,Office Supplies,11/5/2022,2,Sales,26.4
CA-2022-103009,Patrick Jones,Corporate,11/3/2022,Kentucky,40475,Office Supplies,11/5/2022,2,Quantity,5
CA-2022-110429,Darrin Martin,Consumer,11/3/2022,Pennsylvania,19143,Office Supplies,11/8/2022,5,Sales,11.673
CA-2022-110429,Darrin Martin,Consumer,11/3/2022,Pennsylvania,19143,Office Supplies,11/8/2022,5,Quantity,3
CA-2022-121615,Daniel Lacy,Consumer,11/3/2022,Minnesota,55122,Office Supplies,11/9/2022,6,Sales,75.9
CA-2022-121615,Daniel Lacy,Consumer,11/3/2022,Minnesota,55122,Office Supplies,11/9/2022,6,Quantity,10
CA-2022-126046,Julie Creighton,Corporate,11/3/2022,Georgia,30318,Office Supplies,11/7/2022,4,Sales,12.39
CA-2022-126046,Julie Creighton,Corporate,11/3/2022,Georgia,30318,Office Supplies,11/7/2022,4,Quantity,3
CA-2022-130834,Justin MacKendrick,Consumer,11/3/2022,North Carolina,28403,Office Supplies,11/6/2022,3,Sales,16.272
CA-2022-130834,Justin MacKendrick,Consumer,11/3/2022,North Carolina,28403,Office Supplies,11/6/2022,3,Quantity,3
CA-2022-135419,Bruce Geld,Consumer,11/3/2022,California,93309,Furniture,11/9/2022,6,Sales,486.368
CA-2022-135419,Bruce Geld,Consumer,11/3/2022,California,93309,Furniture,11/9/2022,6,Quantity,4
CA-2022-142636,Kimberly Carter,Corporate,11/3/2022,Washington,98105,Furniture,11/7/2022,4,Sales,307.136
CA-2022-142636,Kimberly Carter,Corporate,11/3/2022,Washington,98105,Furniture,11/7/2022,4,Quantity,4
CA-2022-142636,Kimberly Carter,Corporate,11/3/2022,Washington,98105,Office Supplies,11/7/2022,4,Sales,139.86
CA-2022-142636,Kimberly Carter,Corporate,11/3/2022,Washington,98105,Office Supplies,11/7/2022,4,Quantity,7
CA-2022-143329,Denise Leinenbach,Consumer,11/3/2022,New Mexico,88001,Furniture,11/8/2022,5,Sales,41.37
CA-2022-143329,Denise Leinenbach,Consumer,11/3/2022,New Mexico,88001,Furniture,11/8/2022,5,Quantity,3
CA-2022-148320,Paul Gonzalez,Consumer,11/3/2022,California,94109,Office Supplies,11/8/2022,5,Sales,35.88
CA-2022-148320,Paul Gonzalez,Consumer,11/3/2022,California,94109,Office Supplies,11/8/2022,5,Quantity,6
CA-2022-153339,Don Jones,Corporate,11/3/2022,Tennessee,37130,Furniture,11/5/2022,2,Sales,15.992
CA-2022-153339,Don Jones,Corporate,11/3/2022,Tennessee,37130,Furniture,11/5/2022,2,Quantity,1
CA-2022-161130,Beth Fritzler,Corporate,11/3/2022,Florida,33178,Technology,11/8/2022,5,Sales,361.376
CA-2022-161130,Beth Fritzler,Corporate,11/3/2022,Florida,33178,Technology,11/8/2022,5,Quantity,2
US-2022-101518,Peter Bühler,Consumer,11/3/2022,Pennsylvania,19140,Technology,11/8/2022,5,Sales,40.776
US-2022-101518,Peter Bühler,Consumer,11/3/2022,Pennsylvania,19140,Technology,11/8/2022,5,Quantity,3
US-2022-105998,Clay Rozendal,Home Office,11/3/2022,California,92037,Furniture,11/5/2022,2,Sales,1673.184
US-2022-105998,Clay Rozendal,Home Office,11/3/2022,California,92037,Furniture,11/5/2022,2,Quantity,12
US-2022-105998,Clay Rozendal,Home Office,11/3/2022,California,92037,Technology,11/5/2022,2,Sales,199.75
US-2022-105998,Clay Rozendal,Home Office,11/3/2022,California,92037,Technology,11/5/2022,2,Quantity,5
US-2022-110989,Eva Jacobs,Consumer,11/3/2022,Washington,98105,Technology,11/5/2022,2,Sales,43.5
US-2022-110989,Eva Jacobs,Consumer,11/3/2022,Washington,98105,Technology,11/5/2022,2,Quantity,3
US-2022-168802,Jack O'Briant,Corporate,11/3/2022,Washington,98103,Office Supplies,11/7/2022,4,Sales,18.368
US-2022-168802,Jack O'Briant,Corporate,11/3/2022,Washington,98103,Office Supplies,11/7/2022,4,Quantity,4
CA-2022-116358,Kalyca Meade,Corporate,11/2/2022,Kansas,66212,Office Supplies,11/6/2022,4,Sales,46.02
CA-2022-116358,Kalyca Meade,Corporate,11/2/2022,Kansas,66212,Office Supplies,11/6/2022,4,Quantity,9
CA-2022-120061,Sharelle Roach,Home Office,11/2/2022,Ohio,45503,Furniture,11/7/2022,5,Sales,155.372
CA-2022-120061,Sharelle Roach,Home Office,11/2/2022,Ohio,45503,Furniture,11/7/2022,5,Quantity,2
CA-2022-127782,Thea Hudgings,Corporate,11/2/2022,Pennsylvania,19140,Furniture,11/6/2022,4,Sales,3.312
CA-2022-127782,Thea Hudgings,Corporate,11/2/2022,Pennsylvania,19140,Furniture,11/6/2022,4,Quantity,1
CA-2022-127782,Thea Hudgings,Corporate,11/2/2022,Pennsylvania,19140,Office Supplies,11/6/2022,4,Sales,28.992
CA-2022-127782,Thea Hudgings,Corporate,11/2/2022,Pennsylvania,19140,Office Supplies,11/6/2022,4,Quantity,6
CA-2022-127782,Thea Hudgings,Corporate,11/2/2022,Pennsylvania,19140,Technology,11/6/2022,4,Sales,859.2
CA-2022-127782,Thea Hudgings,Corporate,11/2/2022,Pennsylvania,19140,Technology,11/6/2022,4,Quantity,4
CA-2022-141425,Anthony Rawles,Corporate,11/2/2022,Ohio,43229,Office Supplies,11/6/2022,4,Sales,384.592
CA-2022-141425,Anthony Rawles,Corporate,11/2/2022,Ohio,43229,Office Supplies,11/6/2022,4,Quantity,2
CA-2022-143567,Thomas Boland,Corporate,11/2/2022,Kentucky,42420,Furniture,11/5/2022,3,Sales,975.92
CA-2022-143567,Thomas Boland,Corporate,11/2/2022,Kentucky,42420,Furniture,11/5/2022,3,Quantity,4
CA-2022-143567,Thomas Boland,Corporate,11/2/2022,Kentucky,42420,Office Supplies,11/5/2022,3,Sales,65.24
CA-2022-143567,Thomas Boland,Corporate,11/2/2022,Kentucky,42420,Office Supplies,11/5/2022,3,Quantity,6
CA-2022-143567,Thomas Boland,Corporate,11/2/2022,Kentucky,42420,Technology,11/5/2022,3,Sales,2249.91
CA-2022-143567,Thomas Boland,Corporate,11/2/2022,Kentucky,42420,Technology,11/5/2022,3,Quantity,9
CA-2022-164049,Ken Heidel,Corporate,11/2/2022,Washington,98105,Office Supplies,11/6/2022,4,Sales,23.85
CA-2022-164049,Ken Heidel,Corporate,11/2/2022,Washington,98105,Office Supplies,11/6/2022,4,Quantity,5
CA-2022-167227,Nora Paige,Consumer,11/2/2022,Missouri,63116,Office Supplies,11/5/2022,3,Sales,95.66
CA-2022-167227,Nora Paige,Consumer,11/2/2022,Missouri,63116,Office Supplies,11/5/2022,3,Quantity,12
CA-2022-168179,Joy Bell-,Consumer,11/2/2022,Utah,84106,Office Supplies,11/7/2022,5,Sales,19.44
CA-2022-168179,Joy Bell-,Consumer,11/2/2022,Utah,84106,Office Supplies,11/7/2022,5,Quantity,3
CA-2022-169005,Barry Gonzalez,Consumer,11/2/2022,Virginia,22153,Office Supplies,11/6/2022,4,Sales,5.56
CA-2022-169005,Barry Gonzalez,Consumer,11/2/2022,Virginia,22153,Office Supplies,11/6/2022,4,Quantity,2
US-2022-115609,Cindy Stewart,Consumer,11/2/2022,California,90036,Office Supplies,11/7/2022,5,Sales,168.1
US-2022-115609,Cindy Stewart,Consumer,11/2/2022,California,90036,Office Supplies,11/7/2022,5,Quantity,5
US-2022-145597,Greg Guthrie,Corporate,11/2/2022,Illinois,61701,Office Supplies,11/5/2022,3,Sales,54.336
US-2022-145597,Greg Guthrie,Corporate,11/2/2022,Illinois,61701,Office Supplies,11/5/2022,3,Quantity,4
US-2022-163790,Nancy Lomonaco,Home Office,11/2/2022,California,94526,Furniture,11/4/2022,2,Sales,25.02
US-2022-163790,Nancy Lomonaco,Home Office,11/2/2022,California,94526,Furniture,11/4/2022,2,Quantity,3
US-2022-163790,Nancy Lomonaco,Home Office,11/2/2022,California,94526,Office Supplies,11/4/2022,2,Sales,1133.862
US-2022-163790,Nancy Lomonaco,Home Office,11/2/2022,California,94526,Office Supplies,11/4/2022,2,Quantity,28
CA-2022-104136,Sandra Flanagan,Consumer,11/1/2022,Massachusetts,02149,Office Supplies,11/4/2022,3,Sales,230.69
CA-2022-104136,Sandra Flanagan,Consumer,11/1/2022,Massachusetts,02149,Office Supplies,11/4/2022,3,Quantity,11
CA-2022-123967,Sarah Foster,Consumer,11/1/2022,Washington,98226,Furniture,11/3/2022,2,Sales,2665.62
CA-2022-123967,Sarah Foster,Consumer,11/1/2022,Washington,98226,Furniture,11/3/2022,2,Quantity,9
CA-2022-123967,Sarah Foster,Consumer,11/1/2022,Washington,98226,Office Supplies,11/3/2022,2,Sales,25.12
CA-2022-123967,Sarah Foster,Consumer,11/1/2022,Washington,98226,Office Supplies,11/3/2022,2,Quantity,5
CA-2022-117114,Craig Yedwab,Corporate,10/31/2022,Illinois,60610,Office Supplies,11/5/2022,5,Sales,9.912
CA-2022-117114,Craig Yedwab,Corporate,10/31/2022,Illinois,60610,Office Supplies,11/5/2022,5,Quantity,3
CA-2022-117114,Craig Yedwab,Corporate,10/31/2022,Illinois,60610,Technology,11/5/2022,5,Sales,508.768
CA-2022-117114,Craig Yedwab,Corporate,10/31/2022,Illinois,60610,Technology,11/5/2022,5,Quantity,4
CA-2022-131632,Adrian Hane,Home Office,10/31/2022,Texas,75217,Office Supplies,11/4/2022,4,Sales,5.248
CA-2022-131632,Adrian Hane,Home Office,10/31/2022,Texas,75217,Office Supplies,11/4/2022,4,Quantity,2
CA-2022-123491,Jamie Kunitz,Consumer,10/30/2022,California,94122,Furniture,11/5/2022,6,Sales,71.992
CA-2022-123491,Jamie Kunitz,Consumer,10/30/2022,California,94122,Furniture,11/5/2022,6,Quantity,1
CA-2022-123491,Jamie Kunitz,Consumer,10/30/2022,California,94122,Office Supplies,11/5/2022,6,Sales,1773.3
CA-2022-123491,Jamie Kunitz,Consumer,10/30/2022,California,94122,Office Supplies,11/5/2022,6,Quantity,27
CA-2022-123491,Jamie Kunitz,Consumer,10/30/2022,California,94122,Technology,11/5/2022,6,Sales,148.48
CA-2022-123491,Jamie Kunitz,Consumer,10/30/2022,California,94122,Technology,11/5/2022,6,Quantity,2
CA-2022-127285,Michelle Moray,Consumer,10/30/2022,Washington,98115,Office Supplies,11/6/2022,7,Sales,102.656
CA-2022-127285,Michelle Moray,Consumer,10/30/2022,Washington,98115,Office Supplies,11/6/2022,7,Quantity,5
CA-2022-139661,Jane Waco,Corporate,10/30/2022,Washington,98661,Furniture,11/3/2022,4,Sales,9.64
CA-2022-139661,Jane Waco,Corporate,10/30/2022,Washington,98661,Furniture,11/3/2022,4,Quantity,2
CA-2022-142622,Jim Karlsson,Consumer,10/30/2022,Washington,98115,Furniture,11/2/2022,3,Sales,911.82
CA-2022-142622,Jim Karlsson,Consumer,10/30/2022,Washington,98115,Furniture,11/2/2022,3,Quantity,12
CA-2022-152583,Ryan Akin,Consumer,10/30/2022,Texas,75217,Furniture,10/30/2022,0,Sales,267.198
CA-2022-152583,Ryan Akin,Consumer,10/30/2022,Texas,75217,Furniture,10/30/2022,0,Quantity,4
CA-2022-152583,Ryan Akin,Consumer,10/30/2022,Texas,75217,Office Supplies,10/30/2022,0,Sales,54.192
CA-2022-152583,Ryan Akin,Consumer,10/30/2022,Texas,75217,Office Supplies,10/30/2022,0,Quantity,6
CA-2022-152807,Mick Crebagga,Consumer,10/30/2022,Pennsylvania,19140,Furniture,11/3/2022,4,Sales,7.168
CA-2022-152807,Mick Crebagga,Consumer,10/30/2022,Pennsylvania,19140,Furniture,11/3/2022,4,Quantity,2
CA-2022-152807,Mick Crebagga,Consumer,10/30/2022,Pennsylvania,19140,Office Supplies,11/3/2022,4,Sales,31.904
CA-2022-152807,Mick Crebagga,Consumer,10/30/2022,Pennsylvania,19140,Office Supplies,11/3/2022,4,Quantity,6
CA-2022-152807,Mick Crebagga,Consumer,10/30/2022,Pennsylvania,19140,Technology,11/3/2022,4,Sales,442.4
CA-2022-152807,Mick Crebagga,Consumer,10/30/2022,Pennsylvania,19140,Technology,11/3/2022,4,Quantity,7
CA-2022-155292,Ross DeVincentis,Home Office,10/30/2022,Kentucky,40475,Furniture,11/1/2022,2,Sales,33.94
CA-2022-155292,Ross DeVincentis,Home Office,10/30/2022,Kentucky,40475,Furniture,11/1/2022,2,Quantity,1
CA-2022-155292,Ross DeVincentis,Home Office,10/30/2022,Kentucky,40475,Office Supplies,11/1/2022,2,Sales,171.04
CA-2022-155292,Ross DeVincentis,Home Office,10/30/2022,Kentucky,40475,Office Supplies,11/1/2022,2,Quantity,17
CA-2022-160983,George Bell,Corporate,10/29/2022,New York,13021,Office Supplies,10/31/2022,2,Sales,46.96
CA-2022-160983,George Bell,Corporate,10/29/2022,New York,13021,Office Supplies,10/31/2022,2,Quantity,8
CA-2022-111262,Keith Herrera,Consumer,10/28/2022,Texas,77095,Office Supplies,11/1/2022,4,Sales,15.552
CA-2022-111262,Keith Herrera,Consumer,10/28/2022,Texas,77095,Office Supplies,11/1/2022,4,Quantity,3
CA-2022-111262,Keith Herrera,Consumer,10/28/2022,Texas,77095,Technology,11/1/2022,4,Sales,50.176
CA-2022-111262,Keith Herrera,Consumer,10/28/2022,Texas,77095,Technology,11/1/2022,4,Quantity,4
CA-2022-118367,Lori Olson,Corporate,10/28/2022,New York,10035,Office Supplies,11/2/2022,5,Sales,47.98
